IDNUMBER,SMILES,predicts-2315,predicts-5444,predicts-5010,predicts-1936,predicts-4621,predicts-3199,predicts-9572,predicts-8469,predicts-6294,predicts-3483,predicts-5030,predicts-6894
AA-516/25012166,COC(=O)C(C#N)=C1NCCN1,1,0.8,0.3,0.4,0.2,0.7,0.8,0.3,0.8,0.4,0.4,1
AA-516/25012195,CC1=NN=C(N(N)C1(=O))SC,1,1,0.5,1,1,1,0.8,1,1,1,0.8,0.8
AA-516/25012240,CSC(=NC#N)[S-],0.90000004,0.4,0.5,0.7,0.7,0.8,0.90000004,0.6,0.7,0.3,0.6,0.3
AA-516/25012243,CSC(=NC#N)[S-],0.90000004,0.4,0.5,0.7,0.7,0.8,0.90000004,0.6,0.7,0.3,0.6,0.3
AA-516/25012260,O=[N+]([O-])CS(=O)(=O)c1ccccc1,0,0,0,0.1,0,0,0,0,0,0.1,0,0
AA-516/25012264,[O-][N+](=Cc1ccc2OCOc2(c1))c3ccccc3,0.1,0.1,0.3,0,0.1,0,0,0,0.1,0.2,0.2,0
AA-516/30011002,OC(=O)c1cccc(c1R)[N+](=O)[O-],0.5,0.5,0.7,0.1,0.5,0.8,0.4,0.90000004,0.6,0.4,0.3,0.8
AA-516/30011007,CCOC(=O)CSc1nsc(c1(C#N))SC,0,0.1,0,0.2,0.3,0.1,0.1,0.1,0.4,0.3,0.3,0.1
AA-516/30011010,Cc2cc(C=C1C(=O)NC(=S)S1)c(C)[nH]2,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0
AA-516/30011021,Cc2c1cc(ccc1sc2(C(O)=O))[N+](=O)[O-],0,0.1,0,0.1,0.2,0,0.1,0.1,0,0.1,0,0.1
AA-516/30011025,COc1ccc(c(c1)C=C2C(=O)NC(=S)S2)R,0.6,0.5,0.7,0,0.2,0.2,0.2,0.5,0.4,0.7,0.7,0.1
AA-516/30012008,COc2ccccc2(C(C)=C1C(=O)NC(=S)S1),0.1,0.6,0.4,0.1,0.6,0.1,0.3,0.5,0.2,0.90000004,0.2,0.4
AA-516/30012030,COc1ccc(cc1I)[N+](=O)[O-],0.1,0.1,0,0.1,0,0,0,0.1,0.1,0.1,0.1,0
AA-516/30012043,OC(=O)c1cncnc1,0.8,0.8,0.1,0.5,0.7,0.2,0.1,0.4,0.4,0.4,0.7,0.8
AA-516/30012054,Cc1nsc2ccc(cc12)[N+](=O)[O-],0,0.1,0,0.1,0,0.1,0.2,0.1,0,0.1,0.4,0
AA-516/30035003,CC=1NC(=O)C(=C(O)N=1)R,0.3,0,0.1,0.1,0.4,0,0,0.4,0.3,0.3,0.3,0.4
AA-516/30035017,CCOC(=O)C(c1ccccc1)C(C(=O)OCC)C(=O)c2ccccc2,0,0.1,0.1,0.2,0,0,0.1,0.1,0.7,0.4,0.5,0.6
AA-516/30035023,CN(c1ccccc1(C(N)=O))c2ccccc2[N+](=O)[O-],0,0,0.1,0.4,0,0.6,0.4,0.1,0.6,0.5,0.4,0.5
AA-516/30035029,Cc1ccc(c(c1)Cc2cc(C)ccc2[N+](=O)[O-])[N+](=O)[O-],0,0,0.1,0.1,0,0.1,0.1,0.1,0,0.1,0,0
AA-516/30035032,O=[N+]([O-])c1ccc2c(c1)c(ns2)G,0.1,0,0,0,0,0.2,0.1,0.1,0,0,0,0.1
AA-516/30040010,CCOC(=O)Nc1ccc(cc1)c2ccc(cc2(N))NC(=O)OCC,0,0,0,0.2,0,0.1,0.1,0,0,0.1,0.1,0.2
AA-516/30040023,COC(=O)c2ccccc2(Nc1ccccc1[N+](=O)[O-]),0.1,0,0,0,0.1,0,0.1,0.1,0,0,0.2,0
AA-516/30040027,CCOC(=O)C(C#N)=Cc1ccccc1[N+](=O)[O-],0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0
AA-516/30040059,O=[N+]([O-])c2ccccc2(c1ccccc1[N+](=O)[O-]),0.1,0,0.1,0.1,0.1,0,0,0.1,0,0.1,0.1,0.1
AA-516/30041005,CC(=NOC(=O)c1ccc(cc1)[N+](=O)[O-])c2c(ccs2)SC,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1
AA-516/30041007,CCOC(=O)c1c(C)c(C(C)=O)c(S)s1,0,0,0,0,0,0,0,0,0,0.1,0,0.1
AA-516/30041008,O=[N+]([O-])c1ccccc1Sc2ccccc2[N+](=O)[O-],0.1,0,0,0.2,0,0.1,0,0.1,0,0.1,0,0.2
AA-516/30041026,COc2ccccc2(C=C1C(=O)NC(=S)S1),0.5,0.1,0.1,0.1,0.1,0,0.2,0.1,0.3,0.5,0.2,0.5
AA-516/30041048,Cc1cccc(c1)SCC=NNc2ccc(cc2[N+](=O)[O-])[N+](=O)[O-],0.1,0,0.2,0.1,0.2,0,0.2,0.1,0,0.1,0,0.1
AA-516/30054011,O=[N+]([O-])c1cccc(c1)c2ccc(cc2)c3ccccc3,0,0,0,0.1,0,0.2,0,0.1,0,0.1,0,0.2
AA-516/30054058,CC(=O)Nc1ccc(cc1[N+](=O)[O-])c2ccccc2[N+](=O)[O-],0.1,0,0.3,0.1,0,0,0.1,0.1,0.1,0.2,0,0.2
AA-516/30131031,NC(=O)c1ccc[n+]([O-])c1,0.1,0.2,0.3,0.1,0.4,0.4,0.1,0.3,0.3,0.1,0.1,0.3
AA-516/31407010,CC(OC(C)(C)C)C(NC(=O)OCc1ccccc1)C(=O)OCc2ccc(cc2)[N+](=O)[O-],0.1,0.1,0,0.2,0.4,0.3,0.1,0.3,0.1,0.1,0,0
AA-516/31407022,CCC(=O)Nc1ccc(cc1[N+](=O)[O-])c2ccc(cc2)c3ccccc3,0,0.1,0,0.1,0.2,0,0,0,0.1,0.1,0.1,0
AA-516/31407044,O=[N+]([O-])c1ccc(cc1)c3ccc(c2ccc(cc2)[N+](=O)[O-])c(c3)[N+](=O)[O-],0.1,0,0,0,0,0.2,0,0.1,0,0,0.1,0.1
AA-516/31408017,CCNc2c1ccccc1sc2[N+](=O)[O-],0,0,0,0.1,0,0.1,0,0.1,0,0.1,0.1,0
AA-516/31408055,CC3=C(CC(N1CCOCC1)=S)C(=O)N(c2ccccc2)N3(C),0.6,0,0.1,0.1,0.2,0.2,0,0.5,0.2,0.5,0.3,0.2
AA-516/31409031,O=[N+]([O-])c3ccccc3(c1ccc(cc1[N+](=O)[O-])c2ccccc2),0.1,0,0.1,0.1,0,0,0,0,0,0.2,0,0
AA-516/31409050,C45(ON(c1ccccc1)C(c2cccc(c2)[N+](=O)[O-])C5(C(=O)N(c3ccccc3)C4(=O))),0,0,0.1,0.2,0,0,0,0,0,0,0.3,0
AA-516/31409055,CCOC(=O)CSC(NC(=O)c2c(c1ccccc1s2)G)=S,0.1,0.1,0.1,0,0.2,0,0,0.1,0,0.1,0.1,0
AA-516/31409057,CC(c1ccc(cc1)G)=C2C(=O)NC(=S)S2,0.3,0.3,0.3,0.90000004,0.3,0.2,0,0.7,0.2,0.4,0.7,0.5
AA-516/31409060,CCOC(=O)c3c(CSCCc1ccccc1)c2cc(ccc2s3)[N+](=O)[O-],0.1,0,0,0.2,0.2,0,0,0,0,0.1,0.1,0.1
AA-516/33240015,CCOC(=O)c2cc(C)c(c1cccc(c1)[N+](=O)[O-])s2,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0,0.1
AA-516/33240018,CCOC(=O)C(C#N)c2nsc1ccccc12,0.1,0.1,0,0.1,0.1,0.3,0,0.1,0,0.1,0,0.1
AA-516/33240027,COc3ccc1ccccc1c3(C=C2C(=O)NC(=S)S2),0.3,0.3,0,0.8,0.3,0.1,0.4,0.1,0.2,0.8,0.4,0.4
AA-516/33241043,COC(=O)C=Cc1cc(c(cc1G)R)[N+](=O)[O-],0.1,0.1,0.2,0.1,0,0,0.5,0,0.7,0,0,0.2
AA-516/33241059,c1cscc1C[N+]34(CN2CN(CN(C2)C3)C4),0,0.1,0,0.2,0.1,0,0,0.1,0.2,0.1,0,0
AA-516/33242016,N#CC(=Cc1ccccc1)S(=O)(=O)c2ccccc2,0,0,0.1,0,0.2,0.1,0,0.1,0.2,0.1,0.3,0
AA-516/33242018,O=N(=Cc1cccc(c1)[N+](=O)[O-])c2ccccc2,0.1,0.1,0.2,0,0,0.2,0,0.1,0.1,0.2,0.1,0.4
AA-516/33242035,OC(=O)C(=Cc1ccccc1[N+](=O)[O-])S,0.1,0.3,0.3,0.2,0.6,0.2,0.4,0.1,0.4,0.2,0.6,0.2
AA-516/33242060,O=[N+]([O-])c4ccccc4(c1ccc(cc1)N=[N+]([O-])c2ccc(cc2)c3ccccc3[N+](=O)[O-]),0,0,0,0.2,0,0,0,0,0,0,0,0
AA-768/08917022,CCN3C(=O)C(=Cc1cc(ccc1SC2CCCCC2)[N+](=O)[O-])SC3=S,0.1,0.1,0.3,0.2,0,0.3,0.6,0.1,0,0,0.1,0.4
AA-768/12518009,CCOC(=O)C2=C(C)NC(=O)NC2(c1ccc(cc1)CC(C)C),0.2,0.1,0.5,0.2,0.4,0.6,0.5,0.1,0.2,0.6,0.4,0
AA-768/12800005,CC(C)Cc2ccc(C=CC(=O)NC1CC1)cc2,0,0,0.2,0,0.3,0.1,0,0.7,0.3,0.4,0,0.3
AA-768/30961012,Cc2cccc(NC(=O)C(NCc1ccccc1)=S)c2(C),0,0.1,0,0.1,0,0.2,0,0.2,0.1,0.1,0.4,0.1
AA-768/30961031,Cc1ccc(cc1)Sc2ccc(c(c2)C=C4C(=O)N(c3ccccc3G)C(=S)S4)[N+](=O)[O-],0,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0
AA-768/31128007,COc2ccc(C)cc2(NC(=O)C(NCc1ccccc1)=S),0,0.1,0.1,0,0,0.3,0.1,0.1,0.3,0.1,0.4,0.1
AA-768/31128035,CC(C)(C)c1ccc(cc1)C(=O)OCc2cc3OCOc3(cc2[N+](=O)[O-]),0,0,0,0,0,0,0,0,0,0,0,0.1
AA-768/31128037,O=C(CCCC(=O)OCc1cc2OCOc2(cc1[N+](=O)[O-]))OCc3cc4OCOc4(cc3[N+](=O)[O-]),0.1,0.2,0.1,0,0,0.2,0.4,0.4,0.4,0,0,0.1
AA-768/31128053,COc1ccc(cc1)C(=O)OCc2cc(ccc2G)[N+](=O)[O-],0,0.2,0.1,0.1,0,0.1,0.1,0.1,0,0,0,0.1
AA-768/31451055,CCOC(=O)c2c(C)nc(C)c(C(=O)OCC)c2(c1ccc(cc1)OC),0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.7,0.4,0.2,0
AA-768/31453040,O=C(CN1CCOCC1)Nc2ccc(c(c2)G)[N+](=O)[O-],0,0.2,0.1,0.1,0,0.1,0,0.1,0,0.1,0.1,0
AA-768/32245003,Cc1ccc(cc1)Sc4ccc(cc4(C=C3C(=O)N(c2ccccc2G)C(=S)S3))[N+](=O)[O-],0,0,0.1,0.2,0.1,0.2,0,0.2,0,0.1,0,0.1
AA-768/32245007,CC(C)(C)c1ccc(cc1)C(=O)OCc2cc3OCOc3(cc2[N+](=O)[O-]),0,0,0,0,0,0,0,0,0,0,0,0.1
AA-768/32245009,Cc1ccc(cc1)Sc3ccc(cc3(COC(=O)C=Cc2ccccc2))[N+](=O)[O-],0,0,0,0.2,0.2,0.1,0.5,0.1,0.3,0.1,0.2,0.1
AA-768/32245059,COc1cc(cc(c1(O))[N+](=O)[O-])C2SCCS2,0,0,0,0.1,0,0,0,0,0.1,0.2,0.2,0.2
AA-768/32245064,COc2ccc(NC(=O)CSc1ccc(C)cc1)c(c2)[N+](=O)[O-],0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.1,0.1
AA-768/32246028,O=C(NN=Cc1ccc(c(c1)[N+](=O)[O-])SCc2ccco2)c3cccs3,0.1,0.3,0,0.1,0,0.2,0,0.1,0,0.1,0,0.1
AA-768/32246029,O=C(ON=C1CCCCCCCCCCC1)c2cccc(c2)[N+](=O)[O-],0.1,0.1,0.1,0.2,0.5,0.3,0.1,0.5,0.4,0.3,0.3,0.4
AA-768/32246030,CC(C)(C)C1CCC(CC1)=NOC(=O)c2cccc(c2)[N+](=O)[O-],0.2,0.3,0.6,0.1,0.1,0.1,0,0.90000004,0.4,0.2,0.3,0.3
AA-768/32246036,COc2cc(C=CC(=O)N1CCOCC1)c(cc2(OC))[N+](=O)[O-],0.8,0.4,0.2,0,0,0.5,0.3,0.5,0.2,0.1,0,0.2
AA-768/32247057,COc1ccc(OC)c(c1)NC(=O)C=Cc2cccc(c2)[N+](=O)[O-],0.2,0,0.1,0.1,0.2,0.1,0.1,0.1,0.6,0,0.5,0
AA-768/32250052,N#Cc2ccc(C=CC(=O)NCc1ccccc1)cc2,0,0,0.1,0,0.2,0,0.1,0.2,0,0,0.2,0
AA-768/32303025,C[n+]2ccccc2(C=Cc1cc(ccc1G)[N+](=O)[O-]),0,0.2,0.1,0.2,0.1,0.1,0,0,0.1,0,0.1,0.1
AA-768/32303032,O=C(NNC(NC1CCCCC1)=S)c2cccs2,0.1,0.1,0.4,0.1,0.2,0.1,0,0.1,0,0.6,0.2,0.6
AA-768/33244001,Cc1ccc(cc1)Sc4ccc(cc4(C=C3C(=O)N(Cc2ccccc2)C(=S)S3))[N+](=O)[O-],0,0.2,0.1,0,0,0,0.1,0.1,0,0,0,0
AA-768/33244041,Cc2nnc(SCC(=O)Nc1cccc(c1)[N+](=O)[O-])s2,0.3,0,0,0.1,0.1,0.1,0,0.1,0,0.5,0.1,0
AA-768/33244042,O=C(CNc1cccc(c1)[N+](=O)[O-])NN=Cc2ccc(cc2)OCc3ccc(F)cc3,0.1,0.1,0,0.2,0,0,0.1,0.1,0.2,0,0,0
AA-768/33244058,O=[N+]([O-])c2ccc(c(C=NCc1ccccc1)c2)SC3CCCCC3,0.1,0,0,0,0.1,0,0,0.1,0,0,0,0
AA-768/33245020,O=C4C(=Cc1cc(ccc1[N+](=O)[O-])Sc2ccccc2)SC(N4(Cc3ccccc3))=S,0,0,0.1,0.2,0,0.1,0,0.1,0.2,0.1,0.4,0
AA-768/33245023,O=C3C(=Cc1ccc(c(c1)[N+](=O)[O-])Sc2ccc(cc2)G)SC(N3c4ccccc4G)=S,0.1,0,0,0.1,0.1,0,0,0,0,0,0,0.1
AA-768/33245040,CCOc2ccc(C=CC(=O)NCc1ccc(cc1)G)cc2,0,0,0,0.1,0,0.1,0,0.1,0,0.1,0.1,0
AA-768/33245041,CCOc3ccc(C=CC(=O)Nc1ccc2OCOc2(c1))cc3,0.1,0,0.1,0.2,0,0.2,0.2,0.1,0.3,0.1,0.2,0
AA-768/33245049,COC(=O)c1ccc(c(c1)OS(=O)(=O)c2c(C)cc(C)cc2(C))[N+](=O)[O-],0,0.1,0.1,0,0,0.1,0.3,0.2,0,0.2,0.6,0
AA-768/33246004,CCOc1ccc(cc1)C=3Oc4ccccc4(C(=O)C=3(OS(=O)(=O)c2c(C)cc(C)cc2(C))),0.1,0.2,0,0,0.3,0,0.3,0.4,0.1,0.1,0,0.3
AA-768/33247053,Cc2ccc(F)cc2(NC(=O)C=Cc1cccc(c1)[N+](=O)[O-]),0.1,0.1,0,0.1,0.3,0.2,0.1,0,0,0,0,0
AA-768/33248059,CCOc2ccc(C=CC(=O)NCc1ccc(F)cc1)cc2,0,0,0,0.2,0,0.1,0.2,0.1,0.2,0.1,0.4,0
AA-768/33249012,CCOc1ccc(cc1)C=NOC(=O)C=Cc2ccccc2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,0.1,0.6,0,0.1,0.1
AA-768/34976021,O=C(CNc1cccc(c1)[N+](=O)[O-])NN=Cc2cccs2,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0.1
AA-768/34976023,O=C(CSc1ccc(cc1)G)NN=Cc2ccc(o2)[N+](=O)[O-],0.3,0.1,0.1,0.1,0.1,0,0,0,0.2,0.1,0,0.1
AA-768/34978027,CCN2C(=O)C(=Cc1ccc(OC)c(c1)[N+](=O)[O-])SC2=S,0.3,0.2,0.5,0.8,0.2,0.5,0.5,0.2,0.1,0.3,0.2,0.6
AA-768/40918541,COc3ccc(C=C2CN(C)CC(=Cc1ccc(OC)c(OC)c1(OC))C2(=O))c(OC)c3(OC),0,0,0.1,0.1,0,0.1,0,0.2,0.1,0.2,0,0
AB-016/30005042,CC1(C=O)(C=CC(O)C=C1),0.1,0.1,0.3,0.4,0.4,0.6,0.3,0.3,0.6,0.7,0.5,0.1
AB-016/30038048,OC(=O)c1ccc(cc1R)[N+](=O)[O-],0.5,0.8,0.7,0.1,0.90000004,0.5,0.6,0.5,0.6,0.1,1,0.2
AB-016/30038051,OC(=O)C(=Cc1cccc(c1)[N+](=O)[O-])c2ccccc2,0,0.1,0,0.1,0.1,0.2,0.1,0.2,0.4,0.1,0.1,0
AB-016/41252639,CN2C(=O)C3C1CCC(C=C1)C3(C2(=O)),0.5,0.3,0.3,0.5,0.7,0.6,0.8,0.90000004,0.4,0.6,0.3,0.8
AB-131/06806028,Cc1ccc(cc1)C=Cc2ccc(cc2)[N+](=O)[O-],0.1,0,0,0.2,0.1,0.2,0.3,0,0.2,0.1,0,0
AB-131/15501105,O=C2C3C1C=CC(C1)C3(C(O)=C2R),0.7,0.4,0.6,0.6,0.4,0.7,0.90000004,0.2,0.90000004,0.2,0.8,0.7
AB-131/25126030,O=C1C=[N+]([N-]O1)c2ccccc2,0,0.1,0.1,0,0,0.1,0,0,0,0,0,0.1
AB-131/25126042,Cc1ccc(C=O)cc1R,0,0.1,0.2,0.1,0,0.2,0.5,0.1,0.1,0.3,0.6,0.2
AB-131/25126050,O=C2C=C(O)C3C1C=CC(C1)C23,0.6,0.8,0.6,1,0.8,0.5,0.90000004,0.8,0.90000004,0.7,0.90000004,0.90000004
AB-131/25126077,O=[N+]([O-])c1cccc(c1)C(c2cccc(c2)[N+](=O)[O-])=S=O,0.1,0,0,0.2,0.2,0.1,0,0.1,0,0.2,0.1,0
AB-131/33290014,O=C2C4OC4(C(=O)C3C1C=CC(C1)C23),0,0,0.1,0.2,0.4,0.4,0.1,0.3,0.5,0,0.2,0.1
AB-131/40168737,OC(=O)c1ccccc1G,0.3,0.5,0.4,0.3,0.5,0.2,0.3,0.8,0.4,0.5,0.6,0.8
AB-131/40170939,O=C(c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-])G,0,0.3,0.2,0,0.2,0.3,0,0.1,0.2,0.2,0,0.1
AB-131/40207535,O=C1OC(=O)C2CC=CCC12,0.3,0,0.2,0,0.2,0.1,0.3,0.3,0.2,0.2,0.3,0.1
AB-131/40217801,O=Cc1ccc(cc1)[N+](=O)[O-],0.3,0,0,0,0,0.4,0.1,0,0.1,0.2,0.1,0.1
AB-131/40227215,OC(=O)C1CCC1(C(O)=O),0.7,0.8,0.7,0.90000004,0.90000004,0.90000004,0.8,0.4,0.90000004,1,0.7,0.8
AB-131/40228446,Oc1ccccc1[N+](=O)[O-],0.1,0.2,0,0.2,0,0,0,0.1,0,0.1,0.1,0.1
AB-131/40245354,OC(=O)c1ccccc1[N+](=O)[O-],0.8,0.8,0.8,0.4,0.90000004,0.4,0.8,1,0.90000004,1,0.7,1
AB-131/40897075,COC(=O)c1ccc(cc1)[N+](=O)[O-],0,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.4,0
AB-131/40897079,CCOC(=O)C(NC(=O)c1ccccc1)C(=O)OCC,0,0,0.1,0.1,0.3,0.2,0.2,0.5,0,0.1,0,0.2
AB-131/40897102,OC(=O)C(O)c1ccc(cc1)[N+](=O)[O-],0.4,0.1,0.3,0.2,0.4,0.3,0.3,0.6,0.4,0.1,0.6,0.1
AB-131/40897182,OC(=O)C=Cc1ccc2ccccc2(c1),0,0,0,0.1,0.4,0.6,0.1,0,0,0.3,0.4,0
AB-131/40897206,O=[N+]([O-])c1ccc(CG)c(c1)[N+](=O)[O-],0.3,0.3,0,0.1,0,0.2,0.2,0.2,0.2,0.1,0,0.2
AB-131/42300746,Cc2ccc(cc2(C=Cc1ccccc1))[N+](=O)[O-],0.1,0,0.1,0.1,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1
AB-131/42300876,CCC(=O)C34(C1C=CC(C1)C4(C(=O)C2OC23)),0.1,0.7,0,0.1,0,0.3,0.3,0.1,0,0.2,0.5,0.1
AB-131/42300906,CCOC(=O)NC(=O)OCC,0.6,0,0,0,0.1,0.2,0.2,0.2,0.1,0.5,0.4,0.3
AB-131/42300910,CN(C)C(C#N)=C(C#N)C#N,0.6,0.5,0.2,1,0.4,0.7,0.6,0.2,0.7,0.7,0.5,0.7
AB-131/42300921,OC(=O)C(=Cc1ccc(cc1)[N+](=O)[O-])c2ccc(cc2)[N+](=O)[O-],0,0,0.1,0.1,0.1,0,0.1,0,0,0.1,0.4,0
AB-131/42300962,O=Cc1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],0,0,0,0.1,0,0.3,0.1,0.1,0.1,0,0,0
AB-131/42300970,O=C2C(=C(C(=O)N2(Cc1ccccc1))G)G,0.8,0.1,0.4,0.5,0.6,0.6,0,0.7,0.3,0.6,0.4,0.8
AB-131/42301059,O=C([O-])C(NC(c1ccccc1)=S)c2ccccc2,0,0,0,0.1,0.2,0.6,0.4,0.1,0.7,0.3,0.8,0.3
AB-131/42301157,C=Cc1ccccc1c2ccccc2(C=C),0.1,0,0.8,0.1,0,0,0.3,0.2,0.1,0.1,0,0.3
AB-131/42301213,COC(=O)C23(C=CC(=O)C3(C1C=CC2(C1))),0.3,0.4,0.3,0.4,0.4,0.8,0.6,0.7,0.5,0.3,0.3,0.3
AB-131/42301218,O=C3C2C1C=CC(C1)C2C(=C3R)R,0.8,0.90000004,0.90000004,0.7,0.6,1,1,0.90000004,1,1,1,0.90000004
AB-131/42301251,CCOC(=O)CC(=Cc1ccccc1)OC(=O)Cc2ccccc2,0.1,0.1,0,0,0,0,0.2,0.1,0.1,0.3,0.3,0
AB-131/42301287,CC(NC(=O)C23(C=CC(=O)C3(C1C=CC2(C1))))c4ccccc4,0.5,0.1,0.3,0.8,0.7,0.5,0.90000004,0.5,0.5,0.7,0.3,0.8
AB-131/42301293,Cc2cc(C)c(NC(N(C)Cc1ccccc1)=S)c(C)c2,0.1,0,0.3,0.2,0,0.3,0.5,0.1,0,0.2,0,0.1
AB-131/42301306,C1=CC=C4CC(=C1)C=CC(C=Cc2ccc3ccccc3(c2))=C4,0,0,0.1,0,0.1,0,0.3,0,0,0.1,0.2,0.1
AB-131/42301338,CCOC(=O)NC(=O)NC(=O)OCC,0.8,0.4,0,0.7,0.3,0.3,0.3,0.2,0.6,0.7,0.7,1
AB-131/42301423,COc2cccc(C=Cc1cccc(c1)OC)c2,0,0,0.1,0.2,0,0,0.2,0.1,0.1,0.1,0.4,0
AB-131/42301506,C=Cc3ccccc3(C=C(c1ccccc1)c2ccccc2),0.1,0,0.1,0,0,0.1,0,0,0.1,0,0,0
AB-131/42301510,C=Cc2ccccc2(C=Cc1ccc(cc1)OC),0.2,0.1,0,0.2,0,0.1,0,0.2,0,0.1,0.2,0
AB-131/42301517,C=Cc2ccccc2(C=Cc1c(C)cc(C)cc1(C)),0.1,0,0.1,0.1,0.1,0.3,0.5,0.1,0.1,0.1,0.1,0
AB-131/42301733,CC=C(C(=O)OCc1ccc(cc1)[N+](=O)[O-])N2C(=O)c3ccccc3(C2(=O)),0.4,0.5,0.3,0.1,0.4,0.4,0.6,0.7,0.6,0.6,0,0.5
AB-131/42302761,[N-]=[N+]=CC(=O)C2OC12(CCCCC1),0.8,0.4,0.3,0.1,0.5,0.2,0.4,0.3,0.4,0.4,0.1,0.7
AB-131/42302766,CCCCCCCCCC(=O)C1OC1(C(N)=O),0.90000004,1,1,1,1,0.4,0.90000004,0.8,0.7,1,1,0.7
AB-131/42302797,CCOC(=O)NC56(C1C4C6(C2C5(C1C2(C34(OCCO3))R))),0.7,0.6,0.8,0.2,0.7,0.4,0.5,0.5,0.90000004,1,0.5,0.90000004
AB-131/42302810,C14(CC(C(=O)C4(C3CCC1(C23(OCCO2))R))R),0.3,0.6,0.90000004,0.6,0.6,0.90000004,0.7,0.2,0.5,0.3,0.2,0.7
AB-131/42302812,O=C2OC(=O)C46(C5C1CC(C3C1C234)C56),0,0.1,0.1,0,0,0,0.1,0,0,0,0.3,0.2
AB-131/42302829,COC(=O)C2=C(C(=O)OC)C4C1CC3C(C12)C34,0.4,0.4,0.1,0.3,0.6,0.5,0.7,0.6,0.2,0.1,0.3,0.4
AB-131/42302849,CCCCCCC1N=C(C)OC1(C(=O)OCC),0,0.1,0.3,0.7,0.5,0.6,0.1,0.6,0.7,0.90000004,0.6,0.2
AB-131/42302856,O=C1NC=C(O1)c2ccc(cc2)[N+](=O)[O-],0.1,0,0,0.1,0.1,0,0.1,0,0,0,0,0
AB-131/42302873,O=C([O-])C2OC12(CCCC1),0.7,0.7,0.3,0.4,0.5,0.4,0.7,0.6,0.6,0.8,0.2,0.5
AB-131/42302878,CC2(C)(OC2(C(=O)[O-])(c1ccccc1)),0.8,0.6,0.3,0.4,0.5,0.6,0.8,0.7,0.4,0.8,0.1,0.2
AB-131/43503063,CC(C)(C)OC(=O)Nc1ccc(cc1)S(=O)(=O)[O-],0.8,0.1,0,0.5,0.2,0.4,0,0.8,0.4,0.1,0.8,0.8
AB-321/11523025,O=C3OC(c1ccccc1)=C(C(=O)c2ccccc2)C3=C6C(=O)OC(c4ccccc4)=C6(C(=O)c5ccccc5),0.1,0,0.1,0,0,0.1,0.1,0.1,0,0,0,0
AB-321/14627003,O=C(c1ccccc1)C=3C(=O)C(=O)N(C=3(c2ccccc2))N(c4ccccc4)c5ccccc5,0,0,0.1,0,0.2,0,0.1,0,0.1,0.1,0.1,0.1
AB-321/14630004,O=C(c1ccccc1)C=4C(C(=O)N(c2ccccc2)C=4(c3ccccc3))=C(c5ccccc5)c6ccccc6,0,0,0.3,0,0,0.2,0.1,0.1,0,0.1,0.3,0.1
AB-321/40520691,Cc1ccc(cc1)NC(=O)NN2C(=O)NC(=O)C2(=O),0,0,0.1,0,0,0.1,0.1,0.2,0.6,0.1,0.4,0
AB-321/43115268,CC(C)N=C(NC(C)C)NC(C)C,0.8,0.7,0.7,1,0.3,0.90000004,0.8,0.3,0.3,0.4,0.7,0.4
AB-321/43115320,CC(C)N=C1N(C(C)C)C(=O)C1(C(=O)C(C)(C)C)C2(OC(=O)C(C(=O)C(C)(C)C)=C(O2)C(C)(C)C)C(C)(C)C,0.90000004,0.90000004,0.5,1,0.8,0.8,0.5,0.8,0.6,1,0.4,0.7
AB-321/43115454,COC2=CC(=O)OC(C)=C2(C(=O)c1ccccc1),0.8,0.4,0.1,0.4,0.2,0.2,0.1,0.3,0.2,0.3,0,0.1
AB-321/43115463,CCOC(=O)C=1C(O)=CC(=O)N(C=1(C))c2ccc(cc2)OC,0.1,0.2,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0
AB-321/43115479,O=C3C(=O)N(c1ccccc1)C(Nc2ccccc2)=C3[N+](=O)[O-],0,0,0,0.1,0.1,0.2,0,0.2,0.1,0.1,0.1,0.1
AB-321/43115487,CC(C)(C)C(=O)C=1C(=O)OC(C)(OC=1C(C)(C)C)c2ccccc2,0.8,0.8,0.90000004,0.7,0.4,0.8,0.6,0.8,0.3,0.6,0.6,0.6
AB-321/43115488,CC(C)(C)C(=O)C=2C(=O)OC1(CCCC1)OC=2C(C)(C)C,1,0.8,0.90000004,1,0.4,0.8,0.7,0.8,0.90000004,0.8,0.8,0.90000004
AB-321/43115489,CC1OC(=O)C(C(=O)C(C)(C)C)=C(O1)C(C)(C)C,0.3,0.8,0.1,0.5,0.4,0.7,0.3,0.5,0.6,0.6,0.7,0.2
