mean_ci_0,mean_ci_1,mean_ci_2,mean_ci_3,mean_ci_4,mean_ci_5,mean_ci_6,mean_ci_7,mean_ci_8,mean_ci_9,mean_ci_10,mean_ci_11,mean_ci_12,mean_ci_13,mean_ci_14,mean_ci_15,mean_ci_16,mean_ci_17,mean_ci_18,mean_ci_19,mean_ci_20,mean_ci_21,mean_ci_22,mean_ci_23,mean_ci_24,mean_ci_25,mean_ci_26,mean_ci_27,mean_ci_28,mean_ci_29,mean_ci_30,mean_ci_31,mean_ci_32,mean_ci_33,mean_ci_34,mean_ci_35,mean_ci_36,mean_ci_37,mean_ci_38,mean_ci_39,mean_ci_40,mean_ci_41,mean_ci_42,mean_ci_43,mean_ci_44,mean_ci_45,mean_ci_46,mean_ci_47,mean_ci_48,mean_ci_49,mean_ci_50,mean_ci_51,mean_ci_52,mean_ci_53,mean_ci_54,mean_ci_55,mean_ci_56,mean_ci_57,mean_ci_58,mean_ci_59,mean_ci_60,mean_ci_61,mean_ci_62,mean_ci_63
-0.02463611,0.37113535,-0.12298738,-0.0644039,0.07144446,0.094807364,0.29458117,-0.29414833,-0.09185612,-0.28313208,-0.010038298,0.57529294,0.114451386,0.093137234,-0.11256984,-0.020535922,-0.19022276,0.20409149,-0.5118756,0.0637769,0.108076744,0.0936083,-0.11618938,-0.5636298,0.034282196,-0.36084533,0.11196045,0.19662285,0.006896616,-0.13721591,-0.19481885,0.17311154,0.023786684,0.06818177,-0.12419432,-0.5370576,-0.17328943,0.32652548,0.11467616,-0.17038473,-0.5027217,0.034589365,-0.21505956,0.005628265,0.12784874,0.20021772,0.23156741,-0.003000851,-0.11197828,-0.3292772,-0.10491113,-0.1491781,0.53888184,-0.039162964,-0.26313633,-0.080625184,-0.09361219,0.1454795,-0.36249462,-0.46120334,-0.26382974,0.016695254,0.074260585,-0.2808881
-0.04407262,0.3319209,-0.18549879,-0.023679458,0.16374063,0.13867466,0.24402095,-0.3107542,-0.055373624,-0.2894584,0.113080904,0.44649518,0.20262147,0.092759944,-0.04834743,-0.045229726,-0.11434082,0.1673183,-0.3950965,-0.09236479,0.13918203,-0.027259467,-0.07064476,-0.6594993,0.009074157,-0.34183252,-0.16468887,0.2360713,0.1440749,-0.17162518,-0.09837978,0.3403351,-0.10726218,0.025109272,-0.10128598,-0.3393253,-0.0941216,0.30891043,0.144356,0.015219658,-0.34897062,0.21414095,0.04801959,-0.048266828,0.12493398,0.16797823,0.28898722,-0.111552455,-0.18084802,-0.29306337,-0.022850122,-0.072123036,0.42055374,0.1674215,-0.17297961,-0.15041496,-0.04596907,0.23647712,-0.23038678,-0.28612274,-0.17675388,0.019690013,-0.021065379,-0.3187398
-0.15358149,0.23603018,-0.17850603,-0.075256675,0.15055926,-0.027054606,0.18115523,-0.23941587,0.047179587,-0.313943,0.031613357,0.46607378,0.07261954,0.2459306,-0.18414992,-0.056759052,-0.07400751,0.030283583,-0.32898578,-0.023007402,0.11300169,0.14696796,-0.10159827,-0.44026512,0.16616902,-0.41399515,-0.075260065,0.24981238,0.22002754,-0.38019297,-0.24742477,0.1289897,-0.023527076,0.0054995,-0.1929563,-0.21632695,-0.04731696,0.09370832,0.28885046,-0.039166804,-0.24198794,0.14276832,0.025476618,-0.048385732,0.3043837,0.20361412,0.25938365,0.11801526,-0.07302138,-0.19947103,0.06520881,-9.60E-06,0.32240114,0.052557603,-0.309633,0.011767979,-0.053773135,0.25987318,-0.19450991,-0.31673145,-0.081089005,-0.04680006,-0.00407444,-0.443729
0.008520259,0.29547036,-0.164705,0.034748804,0.20186053,-0.10082017,0.38654068,-0.6075743,0.045631856,-0.3834577,0.11188994,0.31985462,0.35941806,0.06044961,0.044796005,-0.0650014,-0.1045419,0.05170108,-0.51291484,-0.24814197,0.2655763,-0.021339258,-0.299796,-0.46908686,0.045106776,-0.25299454,-0.32254297,0.5108891,0.27242783,-0.21307808,-0.023944892,0.6474708,-0.015421978,0.1424668,-0.14672694,-0.21067807,0.019702705,0.31157038,0.19177221,0.33959472,-0.004575277,0.38611078,0.22013704,-0.038606886,0.1736727,0.00365801,0.36092874,-0.104833364,-0.2966081,-0.45301205,0.14892863,0.015350553,0.22939101,0.18585543,-0.11886264,-0.10597287,0.11992514,0.19423166,-0.10256287,-0.33864635,-0.15509124,0.07942421,-0.15454179,-0.377996
-0.16619055,0.18717583,-0.30630383,-0.08210077,0.019581163,-0.15908672,0.2472547,-0.30529615,0.112317964,-0.3305774,0.032397635,0.29429018,0.08534887,0.2723924,0.014481924,-0.018683456,-0.099751696,0.07246558,-0.29522252,-0.002225889,0.117969505,0.09013815,-0.20874082,-0.3279904,0.16933896,-0.35587847,-0.20190166,0.41547787,0.28654173,-0.40489927,-0.2526442,0.37419662,-0.1154392,0.07514533,-0.37175357,-0.12013148,-0.07193263,0.03014594,0.3816064,0.09302468,-0.14174266,0.32369953,0.17199686,-0.03638359,0.35843566,0.10020061,0.28893694,0.14968927,-0.19296159,-0.3172132,0.15096976,0.09648281,0.17009202,0.16817935,-0.272914,0.14095661,0.047286294,0.3223827,-0.11981473,-0.35122287,-0.043082435,-0.0984948,-0.07944352,-0.5963092
-0.05653455,0.34462988,-0.13112721,-0.05996334,0.17321502,0.040839642,0.23957968,-0.3838645,-0.022255516,-0.29690206,0.063551575,0.53679585,0.15870857,0.16376258,-0.1328307,-0.05098957,-0.072322465,0.061874926,-0.39075193,-0.08371028,0.12337517,0.07453581,-0.16845886,-0.5249182,0.079309896,-0.3477967,-0.12482244,0.25504988,0.18103902,-0.22672124,-0.17602108,0.17090364,-0.019031221,0.028322292,-0.13896655,-0.31122327,-0.013938308,0.23042507,0.18179554,0.009129895,-0.24464355,0.079722136,-0.037595615,-0.07707767,0.23595811,0.1455571,0.29753977,0.012697496,-0.10788297,-0.23638569,0.07551012,-0.0929844,0.4078653,0.038561072,-0.2003893,-0.0753477,-0.07404619,0.17053008,-0.22764131,-0.29504138,-0.14965516,0.07568463,0.026063502,-0.30821145
-0.092244595,0.24705629,-0.18516038,-0.022280242,0.11199546,0.046437766,0.27046162,-0.3197474,0.015529146,-0.32762462,0.06775699,0.40963864,0.15607569,0.097496435,-0.0672358,-0.044777844,-0.085400574,0.07933704,-0.34857428,-0.061433986,0.16920288,0.05479834,-0.1138306,-0.47411606,0.07875957,-0.323422,-0.17344877,0.27856183,0.19830662,-0.24336262,-0.09464061,0.29048938,-0.037061278,0.062945336,-0.13774912,-0.20453121,-0.06411152,0.20007168,0.19103457,0.0166243,-0.20057105,0.19264844,0.082309246,-0.030420553,0.23909232,0.14292797,0.2804604,0.019791596,-0.14814627,-0.31078276,0.04678089,0.002869133,0.3115513,0.17297792,-0.16712292,-0.06339918,-0.030815765,0.24116336,-0.15891463,-0.27783245,-0.13549393,0.02085175,-0.037869178,-0.40292796
-0.032011442,0.34809193,-0.13950808,-0.025057757,0.12891513,0.023389589,0.28828928,-0.3973179,-0.001225801,-0.30194855,0.03679276,0.5042368,0.15714219,0.10089171,-0.043823402,-0.026660252,-0.13415529,0.12136078,-0.4503081,-0.04724864,0.12259291,0.07079937,-0.17717335,-0.47816935,0.016734168,-0.35740802,-0.08387769,0.3250903,0.1300724,-0.1730573,-0.17856802,0.27155468,0.016672775,0.05838739,-0.23163147,-0.3798021,-0.074878074,0.2756475,0.18281269,-0.01255234,-0.29680622,0.14500207,-0.05050511,-0.062751,0.18971862,0.101080574,0.2864457,0.004018165,-0.17240927,-0.3474348,0.038786113,-0.08543761,0.3922905,0.08013374,-0.20910662,-0.026198633,-0.06866213,0.16267766,-0.24775745,-0.38512027,-0.22650017,0.08131892,0.027470566,-0.32861337
-0.04645503,0.38800126,-0.15670206,-0.08110733,0.23095594,-0.05415121,0.20480281,-0.51490504,0.006841908,-0.26819602,0.08677756,0.50440866,0.2138018,0.221114,-0.079826705,-0.06676456,-0.08299964,0.032484714,-0.39197305,-0.12126101,0.06099123,0.017792521,-0.2709804,-0.5271468,0.07141511,-0.38632503,-0.25822398,0.3949358,0.21876772,-0.22039604,-0.23774491,0.23727524,-0.04438911,0.027811952,-0.27181688,-0.30107686,0.08451941,0.21342492,0.22776352,0.1720424,-0.13257849,0.12723465,-0.009152712,-0.16610852,0.27337292,0.0693955,0.3402281,0.005792851,-0.16946003,-0.22922987,0.195383,-0.11624045,0.35129246,0.0439827,-0.18304925,-0.031068651,-0.057066157,0.1299922,-0.19773148,-0.27178663,-0.103473164,0.14016947,0.058248248,-0.28518936
-0.027312538,0.31510082,-0.13733539,0.02143745,0.15341613,-0.112624496,0.34951353,-0.63165885,0.11332485,-0.37786698,0.06975796,0.4010228,0.24120288,0.054698847,0.07513505,-0.013417845,-0.08598987,0.025646308,-0.45647693,-0.2047092,0.1884017,0.06282699,-0.30625823,-0.36184457,0.02654555,-0.2900684,-0.31467468,0.54109377,0.30317286,-0.18613048,-0.116633356,0.49514252,0.05276449,0.09954849,-0.32114884,-0.20893316,0.045294683,0.26654267,0.23139255,0.21373223,0.011311376,0.29924718,0.14033426,-0.118901044,0.28070292,-0.023019956,0.379323,0.02330655,-0.28740266,-0.46091726,0.22096503,0.020013861,0.22320198,0.2059172,-0.12753797,0.02173205,0.015492755,0.17659165,-0.11761207,-0.3433486,-0.21046941,0.15592323,-0.10942322,-0.39641935
-0.03804638,0.37873012,-0.1309835,-0.07628236,0.06909278,0.13113144,0.26917428,-0.26352713,-0.10566307,-0.2911461,-0.01199688,0.61898416,0.09164983,0.095107414,-0.14992703,-0.015309793,-0.17790033,0.2003388,-0.49784118,0.0817444,0.11532522,0.11942565,-0.08090364,-0.58980125,0.041032366,-0.37406987,0.13419588,0.14887087,0.007186873,-0.13779439,-0.19749065,0.10075096,0.02846599,0.048702426,-0.09912063,-0.5214332,-0.18270674,0.3118907,0.099803805,-0.22067878,-0.53212446,-0.017199526,-0.23858881,0.010514258,0.15979138,0.24225868,0.23214433,0.021470878,-0.07729685,-0.29785323,-0.12147377,-0.15955335,0.55935526,-0.032796927,-0.25739887,-0.094955504,-0.13661343,0.16293335,-0.37763095,-0.44242695,-0.26233608,0.021211311,0.09490448,-0.2840231
-0.022281058,0.29970384,-0.16868345,0.01532544,0.18487947,-0.09195886,0.33416876,-0.5486656,0.0731116,-0.35649645,0.07498046,0.35694563,0.26735947,0.07256825,0.03452636,-0.0389488,-0.11010387,0.06432655,-0.47170138,-0.16876103,0.20505427,0.030781431,-0.25781038,-0.4219971,0.03383012,-0.30948633,-0.26037136,0.48150557,0.23328803,-0.20639163,-0.10618364,0.5095276,0.011635294,0.101551145,-0.2488594,-0.24806833,-4.72E-06,0.26262206,0.227259,0.22439247,-0.06415555,0.30915612,0.12890953,-0.06968318,0.22313581,0.008484567,0.34789303,-0.022932466,-0.2692831,-0.41989625,0.13258244,-0.001636849,0.24228546,0.17915985,-0.15034063,-0.017896798,0.026445387,0.1721246,-0.13138776,-0.3653308,-0.18498218,0.098106414,-0.08798187,-0.38581622
-0.04806963,0.34417662,-0.12475229,-0.024455573,0.13297482,0.025116423,0.29593992,-0.4648485,0.009048597,-0.320622,0.06247706,0.50459474,0.17560893,0.08212945,-0.05172803,-0.034332033,-0.09881278,0.081062235,-0.42795,-0.095406085,0.14201134,0.08282961,-0.20527579,-0.47810802,0.04381274,-0.3273182,-0.15435569,0.35201463,0.19147636,-0.16405006,-0.13828258,0.27236304,0.027854644,0.05743243,-0.2071388,-0.30013147,-0.02312951,0.26993728,0.1460195,0.02621409,-0.18219078,0.13990633,-0.007542872,-0.08783297,0.24886864,0.09178132,0.3076787,0.020854158,-0.18013443,-0.32449892,0.09642441,-0.07293127,0.3655042,0.10197313,-0.16552706,-0.043165226,-0.056928717,0.15634473,-0.19842266,-0.32549408,-0.20517941,0.13192114,-0.004573389,-0.32360515
-0.0886343,0.3707221,-0.17561921,-0.10336504,0.1814492,0.000618448,0.15936801,-0.3564177,-0.011220369,-0.24366564,0.082266346,0.52074677,0.12730947,0.26751283,-0.12586533,-0.04313089,-0.09184937,0.063245274,-0.33171082,-0.052833285,0.028212827,0.043957688,-0.18317886,-0.54277027,0.0677369,-0.42714152,-0.16606033,0.3119847,0.19446804,-0.24783146,-0.29077986,0.13366097,-0.08309941,-0.022873938,-0.2798118,-0.29605523,0.005357276,0.15970172,0.24319226,0.033245813,-0.25760916,0.114443585,-0.02431193,-0.14811148,0.26560217,0.1316464,0.2849037,0.040398024,-0.11468445,-0.16541407,0.13619506,-0.10808294,0.37263373,0.04046296,-0.23511603,-0.00971722,-0.09319999,0.18617117,-0.22420734,-0.27013475,-0.08624033,0.0753638,0.07170118,-0.32564113
0.024242327,0.3011547,-0.1668789,0.043490566,0.19903405,-0.11714293,0.40499607,-0.62024176,0.05183371,-0.3828763,0.11713327,0.303264,0.37202445,0.06577281,0.061099064,-0.06101708,-0.11254884,0.055605005,-0.52559525,-0.27577353,0.27280405,-0.026991611,-0.32205716,-0.46045396,0.027220765,-0.24414742,-0.3202831,0.54521936,0.2813092,-0.21437162,-0.032577083,0.69491744,-0.028465249,0.1459401,-0.17232426,-0.20354395,0.006386867,0.31249607,0.1944578,0.36177933,0.008013962,0.44065228,0.25172448,-0.034382008,0.15241943,-0.021822147,0.3536423,-0.12267607,-0.31435612,-0.4652642,0.16147998,0.021610538,0.21145074,0.19427381,-0.1282752,-0.090902,0.14395595,0.19945654,-0.094810344,-0.34435222,-0.14710094,0.07710324,-0.17837101,-0.39113793
-0.046058185,0.2738699,-0.1772732,0.007138458,0.20459653,-0.11057537,0.3117389,-0.52303666,0.07349351,-0.35914522,0.056968465,0.33684474,0.26253593,0.08130004,-0.008363903,-0.05347175,-0.111924075,0.058461912,-0.46908608,-0.13317949,0.20572719,0.039861877,-0.23893243,-0.42091587,0.074119866,-0.33626613,-0.24200353,0.45514348,0.21513997,-0.23697296,-0.10972847,0.4786871,0.028097015,0.101128235,-0.21851312,-0.25176919,0.006937676,0.23667227,0.24577866,0.22391602,-0.06632249,0.27233723,0.10072185,-0.05436289,0.24443962,0.036023773,0.35110784,0.006401221,-0.25264803,-0.39763474,0.10601394,-0.005020164,0.2405795,0.15353712,-0.1636653,-0.013288985,0.01805808,0.15876727,-0.13287944,-0.38840726,-0.17526214,0.0757744,-0.072736755,-0.3860364
-0.11549713,0.35859543,-0.086235724,-0.029035147,0.24759005,0.005771199,0.1625627,-0.4186082,0.08418433,-0.2912295,0.085331276,0.5661697,0.116560906,0.23162425,-0.15457493,-0.013957095,-0.031867545,-0.020607462,-0.31576744,-0.17764457,0.076140635,0.14050314,-0.20060244,-0.4593136,0.04493172,-0.43189174,-0.18286288,0.38254324,0.33851272,-0.2820872,-0.2998839,0.11624355,0.000405859,-0.07087354,-0.32755584,-0.15926836,0.037802465,0.13512069,0.22285324,0.016318161,-0.09546932,0.1921679,0.07796605,-0.15708674,0.33334437,0.10065285,0.28829205,0.0929613,-0.11170892,-0.16721839,0.24058251,-0.04410382,0.27793944,0.09999537,-0.27353045,0.037676677,-0.081345156,0.22572125,-0.16641533,-0.21392804,-0.10881575,0.15034278,-0.01515386,-0.3646422
-0.23320313,0.17633905,-0.20252252,-0.055342257,0.08395006,0.0686221,0.17274876,-0.2254113,0.08276539,-0.3493981,0.046150133,0.46423292,0.026160387,0.18495223,-0.11658405,-0.011305871,-0.025878686,0.03201951,-0.2034871,0.012208087,0.11881995,0.15077391,-0.04157232,-0.44131905,0.18940794,-0.3949406,-0.19995336,0.21884415,0.32143098,-0.36213756,-0.15495117,0.118421935,-0.020312628,-0.008400745,-0.18095918,-0.07714718,-0.025778603,0.08510476,0.25744545,-0.1075196,-0.19104601,0.11281128,0.08915929,-0.04616293,0.41713914,0.2456403,0.28561118,0.18182924,-0.09175101,-0.23840898,0.09056115,0.07598954,0.26303303,0.18166588,-0.24714488,0.002123287,-0.05688849,0.34535515,-0.13927816,-0.23101419,-0.12006037,-0.022130731,-0.024852827,-0.5017243
-0.19352266,0.17851153,-0.191706,-0.04600038,0.14261195,0.047830604,0.19666627,-0.23800091,0.035605535,-0.35317576,0.01757878,0.42064762,0.09220213,0.11716311,-0.16074364,-0.051856417,-0.08953863,0.07137363,-0.31440973,0.05677654,0.1474946,0.1178156,-0.026623618,-0.49335974,0.1942048,-0.41150272,-0.120479986,0.20217198,0.18685988,-0.31628272,-0.11387353,0.17123789,0.020167675,0.022436518,-0.07169918,-0.21882398,-0.046153158,0.16111183,0.22977868,-0.07217306,-0.26043782,0.0675223,-0.009695709,-0.018728036,0.3320307,0.26095012,0.28958443,0.12773284,-0.10710069,-0.26178896,-0.02771706,0.017587148,0.3356778,0.10129774,-0.24504738,-0.05997849,-0.0651943,0.248754,-0.18379891,-0.33380827,-0.16129284,-0.034255907,0.003977858,-0.42394516
0.029482655,0.30571222,-0.15977071,0.03397655,0.17242093,-0.09692498,0.4131576,-0.5831339,0.033382684,-0.377102,0.099351585,0.3350719,0.34492907,0.06364326,0.043041177,-0.062272996,-0.12210732,0.06799597,-0.5314648,-0.23967856,0.26641855,-0.010180036,-0.30531067,-0.4555485,0.029909506,-0.24115576,-0.2642848,0.50117016,0.24406533,-0.21065947,-0.039754182,0.64180875,-0.020135792,0.15181059,-0.15475318,-0.2446245,-0.020004425,0.31894794,0.18765488,0.2991972,-0.05078767,0.39487696,0.20090641,-0.022467805,0.13794443,-0.003421868,0.33690688,-0.116392195,-0.28700072,-0.4663171,0.12641867,0.006637576,0.25526753,0.16381241,-0.14097755,-0.09443868,0.12492015,0.19282986,-0.12726417,-0.3620006,-0.15911175,0.06359341,-0.15482664,-0.38292384
-0.16594511,0.10019031,-0.20601012,-0.05152762,0.05611228,-0.059005324,0.29202497,-0.23355189,0.048882097,-0.39945963,0.009338888,0.37130338,0.124713786,0.13115197,-0.1326952,-0.12810412,-0.1089244,0.022615246,-0.3971033,0.048059247,0.20726673,0.13242607,-0.07218366,-0.37806252,0.27901372,-0.32750168,-0.11120537,0.22412717,0.16689259,-0.39625648,-0.041816,0.2970826,0.061328337,0.14854091,-0.000630005,-0.20454605,-0.029226393,0.17572555,0.27339694,0.008397809,-0.20705584,0.107018895,0.043513425,0.016514137,0.28144768,0.26468682,0.26246238,0.109789714,-0.11153797,-0.37870115,-0.024153551,0.087429665,0.327424,0.040435478,-0.25888517,-0.110690646,0.047850825,0.28316212,-0.18062307,-0.3653754,-0.12466704,-0.13463485,-0.040990535,-0.48019853
-0.14887635,0.22823182,-0.21541053,-0.10968426,-0.012918235,0.08196068,0.24701716,-0.20558746,-0.014594137,-0.3258899,0.030882465,0.53010744,0.033116456,0.20224163,-0.11342469,-0.047547035,-0.06119142,0.06406776,-0.27131224,0.07538296,0.10185231,0.12386828,-0.08335612,-0.45358714,0.19395027,-0.3291852,-0.120951116,0.14210181,0.1991686,-0.32528663,-0.14241019,0.076248735,-0.053093527,0.058227025,-0.098889776,-0.2202649,-0.06521205,0.15268697,0.2262951,-0.15535122,-0.3323684,0.013631464,-0.011244693,-0.032717247,0.3194628,0.2674639,0.26613915,0.10909275,-0.0488427,-0.26980993,0.018657943,0.005574137,0.40898165,0.08372963,-0.215463,-0.07266031,-0.06200467,0.30487576,-0.22746019,-0.259158,-0.112726256,-0.051132396,0.03665067,-0.44597
-0.1382937,0.3008856,-0.054969788,0.008745596,0.2298023,0.02677296,0.23317721,-0.46565607,0.11486961,-0.3507585,0.035077397,0.58126813,0.09957599,0.08660414,-0.18050519,-0.028348492,-0.040358357,-0.021030955,-0.3456363,-0.093930244,0.14485462,0.21384716,-0.19178766,-0.38921002,0.11041519,-0.4217852,-0.16095658,0.35513845,0.30477187,-0.2652971,-0.20290187,0.08540755,0.14164208,-0.02273112,-0.25870427,-0.16827072,0.04042454,0.17201993,0.16915555,-0.06395291,-0.045944564,0.07587656,-0.007261171,-0.13220789,0.4185529,0.11593343,0.32153124,0.17941768,-0.114465356,-0.23245984,0.16580248,-0.031620793,0.29046142,0.09325794,-0.23431852,0.053308163,-0.11483002,0.16098677,-0.15019482,-0.2707401,-0.2000247,0.2153519,0.003981523,-0.37845147
-0.09272617,0.27688408,-0.14658847,-0.03473795,0.16891679,0.02884016,0.25131723,-0.40326405,0.009315324,-0.34680587,0.073189065,0.45306277,0.1874341,0.08435176,-0.092698105,-0.061880462,-0.07183397,0.07173818,-0.40600717,-0.08528338,0.18952784,0.08663426,-0.11303195,-0.5133475,0.11788908,-0.32753822,-0.17293279,0.2735183,0.19323355,-0.22920015,-0.07669957,0.29285377,0.02508811,0.056959845,-0.08615302,-0.2491498,-0.004199949,0.2448146,0.17038625,0.05726684,-0.18356979,0.12153854,0.020924952,-0.051828437,0.25667068,0.16477361,0.3194807,0.029012261,-0.1582661,-0.30389887,0.043162417,-0.03203973,0.3429455,0.11733325,-0.17114238,-0.10082183,-0.05206659,0.2025388,-0.18241227,-0.32498962,-0.1898683,0.04785853,-0.03551218,-0.33755428
-0.13040759,0.28701243,-0.13333912,-0.048775703,0.17721787,0.034413222,0.20190953,-0.30306372,0.018741727,-0.31008354,0.019143442,0.51302004,0.10169452,0.14758854,-0.17925021,-0.04242811,-0.09663088,0.082811,-0.37867287,-0.000424316,0.11543832,0.12963066,-0.095368,-0.4981232,0.119949095,-0.4203028,-0.04518177,0.22860597,0.1492356,-0.26935157,-0.2052093,0.12253704,0.036847007,0.004936629,-0.15416463,-0.31108972,-0.05572135,0.19220366,0.20572099,-0.082667515,-0.2861034,0.060792364,-0.0822719,-0.050306268,0.27027977,0.19308199,0.27268755,0.09673943,-0.08854561,-0.23599498,0.013675027,-0.06661195,0.38329417,0.029927548,-0.2732534,-0.020847779,-0.09918315,0.18380295,-0.2445648,-0.36160085,-0.18264289,0.031608842,0.03911712,-0.34674287
-0.13630347,0.26874876,-0.15444599,-0.039100405,0.12043008,0.011445874,0.24403366,-0.4033478,0.048315592,-0.32307583,0.07826312,0.46403605,0.124103464,0.14802694,-0.06375361,-0.03144326,-0.059170183,0.0411483,-0.31274685,-0.08312493,0.12030453,0.093534924,-0.1570955,-0.45563596,0.11841532,-0.34484658,-0.22642161,0.33307633,0.27418584,-0.25751287,-0.13864167,0.24612847,-0.008174413,0.028985046,-0.20976481,-0.17914821,0.021577762,0.18295994,0.20740443,0.023547122,-0.12760456,0.15703852,0.07060353,-0.0953271,0.319726,0.12378664,0.30275887,0.08164263,-0.16084431,-0.2822789,0.14269759,-0.001772094,0.28816777,0.1339728,-0.20091492,-0.017458525,-0.019017724,0.23461822,-0.15015775,-0.26993996,-0.14960541,0.070970796,-0.03272973,-0.38868055
-0.023884865,0.33173695,-0.135887,-0.004937743,0.17962039,-0.06414648,0.31826067,-0.5116273,0.05749551,-0.35295975,0.073617175,0.44584942,0.22785707,0.10107468,-0.02288106,-0.0516088,-0.09447372,0.049987216,-0.47522077,-0.17381072,0.19586226,0.08526293,-0.24441552,-0.41883513,0.035926297,-0.31334254,-0.18700817,0.4394187,0.22306876,-0.22501886,-0.149333,0.3983946,0.024715586,0.081103146,-0.25515822,-0.25692418,-0.011673276,0.25206095,0.20590536,0.14079463,-0.11013684,0.26517957,0.086810976,-0.081955574,0.21145281,0.03386297,0.3212725,-0.007477289,-0.20577054,-0.3717666,0.13829523,-0.025408376,0.28583908,0.14042525,-0.18246838,-0.016588623,-0.020395042,0.17698926,-0.16860133,-0.3548522,-0.18191688,0.10302637,-0.06768865,-0.36852664
0.012126442,0.31526873,-0.14444171,0.040623516,0.20953311,-0.109209396,0.38864687,-0.629021,0.069612,-0.38031,0.10719105,0.35284245,0.34199125,0.06862324,0.031167919,-0.062836625,-0.09682393,0.03227336,-0.5100818,-0.26655862,0.25559154,0.010017103,-0.3240512,-0.43460196,0.032679114,-0.26443198,-0.31215262,0.53702533,0.28547898,-0.2206001,-0.06176166,0.6077562,0.004324529,0.12786901,-0.20377603,-0.2021371,0.023143638,0.29476595,0.19861172,0.3171238,0.02236109,0.38823298,0.21774487,-0.06239502,0.19111267,-0.02398966,0.35937777,-0.08173595,-0.28721368,-0.44284043,0.18248713,0.0096774,0.22163078,0.1824314,-0.13190117,-0.06412733,0.09781661,0.17898563,-0.09986559,-0.33516723,-0.15501718,0.11605962,-0.14803307,-0.38451117
-0.061821137,0.2925166,-0.19347578,-0.03318868,0.12684646,0.03921166,0.26443073,-0.39687547,-0.011378603,-0.31480354,0.12874591,0.3930981,0.22400871,0.13652974,-0.001567546,-0.04583831,-0.0763848,0.08977947,-0.3625853,-0.15532553,0.1667499,-0.005331975,-0.15346134,-0.54985815,0.056048043,-0.2834342,-0.260586,0.33614996,0.25209796,-0.2103834,-0.07764923,0.4147197,-0.10284779,0.054240856,-0.14326671,-0.19217616,-0.021570075,0.24564004,0.17053509,0.14047709,-0.17408603,0.2774725,0.1577382,-0.05740471,0.19348462,0.11560185,0.2972998,-0.06346189,-0.20526187,-0.3040954,0.106176585,-0.007002319,0.2961762,0.18672295,-0.14552775,-0.118634805,0.03366424,0.26752722,-0.14371401,-0.24516588,-0.12007468,0.027354844,-0.079925895,-0.3696309
-0.15789516,0.19405138,-0.24287823,-0.065586224,-0.013057274,0.14209735,0.26046064,-0.19305517,-0.012291309,-0.3494386,0.08085627,0.47143385,0.06969668,0.16665503,-0.09000961,-0.052538987,-0.0284564,0.07512736,-0.24829617,-0.009404628,0.17812978,0.10648658,-0.032600686,-0.5140948,0.19254336,-0.27121794,-0.17059325,0.12962736,0.26881868,-0.34164903,-0.053245287,0.18048191,-0.10644648,0.055585645,-0.033870786,-0.12574847,-0.08020667,0.15089789,0.19906043,-0.114203304,-0.28529978,0.13290063,0.121986024,0.02079284,0.31082717,0.27067944,0.27601203,0.06419197,-0.08615524,-0.2620041,0.015528236,0.06385589,0.3603833,0.18620995,-0.1872615,-0.11611382,-0.003103792,0.36989155,-0.16124135,-0.20887893,-0.08555247,-0.080761224,-0.055612747,-0.5043913
-0.027262501,0.36275905,-0.10096628,-0.03485772,0.09684994,0.10756401,0.29677832,-0.31607133,-0.055125017,-0.3061182,0.006065249,0.576345,0.11653566,0.057545874,-0.11551421,-0.017067542,-0.16296129,0.17153384,-0.49069288,0.010701233,0.1368928,0.12715302,-0.10935632,-0.5287861,0.017821377,-0.3624012,0.078016125,0.22472817,0.0592536,-0.13373682,-0.17757218,0.17259173,0.05360179,0.04171845,-0.14335032,-0.45498544,-0.1558473,0.31531036,0.099341385,-0.17327039,-0.42582157,0.06412792,-0.1574106,-0.012676424,0.15912253,0.17889756,0.23910342,0.011357074,-0.12043791,-0.32089305,-0.070503965,-0.12629186,0.49094713,0.017335985,-0.24795999,-0.065507814,-0.1085863,0.15375558,-0.31886846,-0.41889942,-0.27470344,0.06680028,0.041515987,-0.29440126
-0.03490219,0.28183913,-0.20427729,-0.026633872,0.15051004,-0.04330966,0.29753864,-0.448181,0.016148943,-0.3306748,0.1099362,0.34767357,0.2665913,0.16010745,0.01489566,-0.05262475,-0.08173022,0.059016827,-0.40845832,-0.1912247,0.18684731,-0.025063364,-0.21802142,-0.50752306,0.05968906,-0.2727592,-0.28322652,0.39467302,0.26134056,-0.2554475,-0.09072666,0.48919162,-0.101401426,0.09589433,-0.15610029,-0.20415916,-0.008036708,0.23727255,0.22886026,0.23435256,-0.12421764,0.32870695,0.1927467,-0.040502433,0.18235731,0.07829875,0.32078648,-0.08263222,-0.2227327,-0.35125065,0.13298893,0.017405644,0.27158895,0.17482619,-0.1562437,-0.10387102,0.07626265,0.26201072,-0.13199778,-0.27552944,-0.08664352,0.000818932,-0.104133554,-0.39532593
