mean_ci_0,mean_ci_1,mean_ci_2,mean_ci_3,mean_ci_4,mean_ci_5,mean_ci_6,mean_ci_7,mean_ci_8,mean_ci_9,mean_ci_10,mean_ci_11,mean_ci_12,mean_ci_13,mean_ci_14,mean_ci_15,mean_ci_16,mean_ci_17,mean_ci_18,mean_ci_19,mean_ci_20,mean_ci_21,mean_ci_22,mean_ci_23,mean_ci_24,mean_ci_25,mean_ci_26,mean_ci_27,mean_ci_28,mean_ci_29,mean_ci_30,mean_ci_31,mean_ci_32,mean_ci_33,mean_ci_34,mean_ci_35,mean_ci_36,mean_ci_37,mean_ci_38,mean_ci_39,mean_ci_40,mean_ci_41,mean_ci_42,mean_ci_43,mean_ci_44,mean_ci_45,mean_ci_46,mean_ci_47,mean_ci_48,mean_ci_49,mean_ci_50,mean_ci_51,mean_ci_52,mean_ci_53,mean_ci_54,mean_ci_55,mean_ci_56,mean_ci_57,mean_ci_58,mean_ci_59,mean_ci_60,mean_ci_61,mean_ci_62,mean_ci_63
-0.052217077,0.34254083,-0.20673068,-0.08228107,0.1130464,-0.05634915,0.25286376,-0.4876531,0.023362856,-0.2936667,0.118340336,0.4450063,0.20217712,0.2255233,0.003018894,-0.063080765,-0.05514052,0.032141615,-0.34920081,-0.14839856,0.09925135,0.017292362,-0.27680105,-0.4738881,0.0923564,-0.29482725,-0.31327596,0.40485102,0.28230387,-0.2588623,-0.17894323,0.33588484,-0.10217518,0.06588727,-0.2702708,-0.19303036,0.04765235,0.18347697,0.23901705,0.1831263,-0.100086294,0.22445382,0.12781475,-0.13234884,0.27878848,0.064727984,0.33923608,-0.003129128,-0.19198203,-0.27495086,0.21495841,-0.035536453,0.2951992,0.13288033,-0.14484783,-0.032844875,0.005681516,0.22137731,-0.144465,-0.23063979,-0.06589374,0.07481962,-0.026038365,-0.3822491
-0.10171207,0.28063282,-0.13615522,-0.012765282,0.19972712,0.03565149,0.24158429,-0.40834334,0.032342706,-0.3354533,0.0687297,0.45076373,0.18880613,0.07802182,-0.092169955,-0.05295194,-0.08943865,0.07210385,-0.40180898,-0.078097306,0.15765569,0.068601295,-0.1257907,-0.52000856,0.09322156,-0.3770417,-0.19507925,0.30809286,0.2041495,-0.21801834,-0.102169394,0.29295942,0.03838563,0.037994754,-0.12802932,-0.26264775,-0.001087576,0.2540923,0.17700917,0.05531862,-0.1755652,0.1385206,0.02108685,-0.07012502,0.2631882,0.15226056,0.31920773,0.027640142,-0.17823918,-0.3095927,0.053188197,-0.03555339,0.33440244,0.11831771,-0.18529436,-0.08367653,-0.043784436,0.18929787,-0.1785904,-0.31850183,-0.20019285,0.08117531,-0.017436497,-0.33785442
-0.046625644,0.34756097,-0.1101804,-0.010999088,0.16696723,0.06210928,0.2635397,-0.37002444,-0.00078708,-0.3014027,0.033880834,0.5294924,0.14650574,0.09231411,-0.08682668,-0.016749647,-0.13073944,0.115675196,-0.43717444,-0.051496565,0.12123042,0.08475026,-0.14310342,-0.5049966,0.007714235,-0.38372102,-0.05935133,0.30164975,0.14302461,-0.1711716,-0.18538336,0.22388029,0.033881824,0.025530651,-0.20791842,-0.37015256,-0.07631957,0.2772301,0.16050705,-0.0543674,-0.3054881,0.13251689,-0.061568845,-0.057420928,0.19337292,0.12661302,0.2715097,0.009410832,-0.15095553,-0.3178186,0.02719494,-0.08846987,0.398543,0.0746216,-0.233185,-0.03772126,-0.08090787,0.16795102,-0.2536014,-0.36406657,-0.23389542,0.093618594,0.026214257,-0.31354284
-0.09911933,0.31928033,-0.034720283,0.027352378,0.17978093,-0.004472323,0.313912,-0.6181047,0.1560584,-0.40419933,0.07192567,0.5875385,0.13945961,0.022233378,-0.089748584,-0.03048373,-0.006470558,-0.053977028,-0.37966853,-0.19094019,0.20515914,0.26029676,-0.28201604,-0.30793428,0.107018106,-0.3324827,-0.24364248,0.45260406,0.38792098,-0.23210615,-0.14705722,0.18409994,0.1808219,0.013133844,-0.3005405,-0.08535334,0.076499306,0.20485418,0.12961674,-0.003317852,0.09562245,0.13387242,0.07504782,-0.16040736,0.46341264,0.041047268,0.36526802,0.18370803,-0.17912072,-0.29651067,0.250482,-0.000838846,0.24046952,0.15281032,-0.1693863,0.0684389,-0.08322341,0.14829296,-0.08887547,-0.2504605,-0.23660247,0.29254833,-0.068463944,-0.40473592
-0.109368,0.19515777,-0.20592865,-0.022554653,0.103339136,0.07157467,0.2922899,-0.30045968,-0.014814618,-0.36567917,0.058520522,0.3682741,0.19041486,0.04442533,-0.035418905,-0.054465733,-0.1048615,0.14215836,-0.41615713,-0.035757616,0.22323258,0.020695707,-0.037735477,-0.5629618,0.13745062,-0.29209864,-0.15734962,0.19311418,0.14665397,-0.24061553,0.018163567,0.4178211,-0.016476888,0.11849058,0.016776571,-0.30015808,-0.07574621,0.30372107,0.18473037,0.04092248,-0.30330545,0.15528078,0.03841435,0.026620459,0.18263537,0.22403753,0.30294794,-0.03554531,-0.18597129,-0.40032017,-0.0782392,0.023980625,0.375833,0.1407427,-0.17984359,-0.17072253,0.020318473,0.2647799,-0.19859575,-0.3658052,-0.21423268,-0.08377366,-0.06393961,-0.38549262
-0.25344053,0.22659357,-0.00162828,0.10234988,0.37772447,0.08469701,0.15894246,-0.34955156,0.18324864,-0.3779998,-0.019080449,0.58080715,0.048421614,0.04929642,-0.31356356,0.045244887,-0.06684943,-0.027938463,-0.28584558,-0.05431202,0.14520706,0.25752437,-0.07361055,-0.4308604,0.09375704,-0.6001616,-0.090765096,0.34401587,0.36934856,-0.31288588,-0.25914535,0.008013186,0.22347489,-0.13361318,-0.26119858,-0.10102976,0.006346632,0.12567355,0.18236698,-0.18848768,-0.042929526,0.109028846,-0.005873248,-0.09426048,0.5045443,0.18989912,0.28093913,0.28396347,-0.087738134,-0.19035052,0.12552516,0.020316936,0.22065198,0.11294451,-0.37592036,0.116235174,-0.1174351,0.21952173,-0.14464957,-0.28211266,-0.23712495,0.22115822,-0.01721316,-0.42771938
-0.111755416,0.24314632,-0.19578417,-0.041890845,0.13036118,0.06642096,0.24250536,-0.32057363,0.000510995,-0.34702483,0.055831846,0.41513157,0.17334315,0.086251564,-0.06596805,-0.04603889,-0.09732393,0.10567055,-0.3902294,-0.025926357,0.16532609,0.052243434,-0.06493582,-0.5532552,0.121687554,-0.3493076,-0.17165597,0.23953862,0.18074216,-0.23322019,-0.066164315,0.31330055,-0.016782388,0.06147354,-0.050247405,-0.26681384,-0.05254739,0.24856995,0.19117412,0.017359547,-0.27755082,0.13674778,0.03322268,-0.014156393,0.24858986,0.22790793,0.31338805,0.006224324,-0.16729009,-0.3415083,-0.017752912,-0.010040897,0.3662664,0.14868121,-0.18108337,-0.13359669,-0.03013526,0.25608382,-0.20595402,-0.3245821,-0.18334469,-0.023589887,-0.0328327,-0.37647614
-0.18174449,0.14702103,-0.25231338,-0.08805765,-0.028482914,0.00780627,0.25837415,-0.21317324,0.011744742,-0.35280758,0.067979954,0.36321223,0.082493395,0.20961319,-0.051818673,-0.05135937,-0.06455109,0.082144424,-0.27517647,-0.000746541,0.15660089,0.07240911,-0.07631323,-0.46223876,0.21711746,-0.28068918,-0.18070772,0.21494997,0.26024228,-0.35750085,-0.072699614,0.30613717,-0.11338184,0.089673534,-0.07944712,-0.13383232,-0.07037139,0.1425128,0.25138578,-0.014166353,-0.24337465,0.19826873,0.13874225,0.009690013,0.28318462,0.23914137,0.25407612,0.07487446,-0.13314626,-0.2948603,0.039952997,0.09186963,0.3021286,0.13006127,-0.23222451,-0.07852135,0.075312234,0.36653084,-0.15273997,-0.2737991,-0.07586937,-0.14508966,-0.08829871,-0.50980514
-0.22417374,0.078125484,-0.23927169,-0.020747958,0.06014303,0.07081135,0.26559657,-0.14719795,0.052402228,-0.39663202,0.03011547,0.35496268,0.07726552,0.111471556,-0.1539132,-0.079344355,-0.091097824,0.051888842,-0.28495082,0.05064236,0.21973063,0.1415712,0.014202856,-0.45922306,0.25390857,-0.3733295,-0.1387275,0.1908216,0.25103754,-0.40102613,-0.037072904,0.2481271,-0.004003029,0.06647296,-0.019389477,-0.10635418,-0.08852784,0.13036194,0.24885681,-0.09533354,-0.22520863,0.17928363,0.12124683,0.043057892,0.34286115,0.28703395,0.26008448,0.13228601,-0.11614522,-0.31324664,-0.048358656,0.12941387,0.2873305,0.17499593,-0.25820735,-0.073648684,0.035004497,0.36036444,-0.120686926,-0.29437986,-0.0997903,-0.11115229,-0.08088601,-0.56172603
-0.19457528,0.13249414,-0.2487905,-0.07715711,0.019417306,0.08497813,0.23664573,-0.15138632,0.002887119,-0.35443106,0.022076717,0.40604672,0.06100852,0.14830753,-0.12404014,-0.07316879,-0.08284568,0.08768174,-0.28637713,0.096817955,0.1558108,0.10424428,-0.010544376,-0.49293098,0.2464404,-0.34406227,-0.12434545,0.1257175,0.19127242,-0.36022767,-0.061607096,0.18090996,-0.049372233,0.07960894,-0.00864256,-0.20269276,-0.0839898,0.15619098,0.24469666,-0.11562517,-0.32669553,0.07363642,0.024811469,0.026631823,0.3107621,0.31194633,0.27644193,0.103769004,-0.09459314,-0.29205182,-0.064992175,0.06299892,0.3751751,0.11305391,-0.23409176,-0.10074584,-0.006058763,0.3252739,-0.18392059,-0.29645416,-0.11226824,-0.12677789,-0.014490087,-0.49048877
-0.038726985,0.362908,-0.18984304,-0.07521351,0.18310665,-0.03228798,0.2313,-0.50364757,-0.001437876,-0.2789818,0.1344911,0.4513484,0.24735238,0.22342524,-0.027023714,-0.079601474,-0.05474917,0.025163243,-0.3634093,-0.17339812,0.09756478,-0.025225036,-0.2635402,-0.54171824,0.07361752,-0.31831148,-0.338097,0.392842,0.26520243,-0.23585552,-0.16096434,0.33711764,-0.105097175,0.055560015,-0.21849984,-0.22071488,0.07881785,0.21839435,0.22200511,0.23012178,-0.10224154,0.20986499,0.11395149,-0.14360905,0.24124338,0.06857334,0.3448943,-0.050413415,-0.18869838,-0.25744298,0.21053582,-0.064389616,0.31704098,0.121130146,-0.13225287,-0.09089337,0.003374304,0.1983746,-0.1526699,-0.21166606,-0.057432033,0.095008604,-0.003430694,-0.32451102
-0.06923602,0.29134995,-0.20718762,-0.010274727,0.25392738,0.030092897,0.20382878,-0.3987607,0.00758864,-0.31634778,0.07491519,0.35191524,0.26667884,0.06633981,-0.058008537,-0.0630417,-0.12541473,0.1337848,-0.44525993,-0.081942864,0.1589362,-0.039317228,-0.10148026,-0.6235562,0.054260742,-0.39105928,-0.21611884,0.3116105,0.12770261,-0.20395222,-0.098568,0.40674976,-0.021316616,0.052960526,-0.11520985,-0.3288642,-0.038702376,0.27861643,0.19789538,0.14765936,-0.2431944,0.2048569,0.035075568,-0.034736075,0.18938369,0.1567193,0.34976402,-0.05738852,-0.20978086,-0.32669866,-0.014501489,-0.062260315,0.33726504,0.16902786,-0.15776311,-0.118724294,-0.055524405,0.18351695,-0.19609948,-0.34320894,-0.16860044,0.032570653,-0.007278577,-0.31659615
-0.036925375,0.33357227,-0.1450171,-0.01689884,0.13149455,0.037172746,0.30246416,-0.4174934,5.52E-05,-0.3151442,0.07112081,0.5004036,0.18556182,0.104426354,-0.03995422,-0.051986355,-0.10152258,0.088663615,-0.42545387,-0.09419817,0.14774963,0.04750532,-0.1878472,-0.48992258,0.03707796,-0.32453364,-0.16597123,0.32346994,0.17360339,-0.19870982,-0.12489784,0.30427504,-0.002769184,0.07630156,-0.18752392,-0.31042188,-0.03787428,0.27685878,0.17707327,0.036471635,-0.23316295,0.16822739,0.022039348,-0.071549475,0.19191302,0.09848938,0.29999593,-0.024727238,-0.16807687,-0.3519852,0.075654805,-0.059002902,0.3703847,0.11493931,-0.1725112,-0.069944374,-0.038627982,0.19099538,-0.21337174,-0.32173318,-0.19155587,0.08220135,0.005248493,-0.33847094
-0.029924482,0.36908323,-0.1292046,-0.061409198,0.08140563,0.11025687,0.2789926,-0.28652284,-0.08886689,-0.2915093,-0.000370606,0.5753565,0.11432557,0.08602765,-0.11788188,-0.018902997,-0.17723343,0.1970068,-0.49945134,0.050097797,0.1217502,0.1026085,-0.09410388,-0.57105714,0.027878407,-0.36316097,0.099881895,0.19007653,0.022312615,-0.13398187,-0.18482332,0.16432461,0.02105686,0.053275093,-0.11739335,-0.5013564,-0.17091735,0.31656942,0.10727879,-0.17154813,-0.48877797,0.038017057,-0.19429514,0.005541664,0.14113316,0.20767608,0.23475365,0.000797464,-0.10990267,-0.31367218,-0.10269453,-0.14307725,0.52222127,-0.008244801,-0.24881852,-0.08794663,-0.11007267,0.15930742,-0.34838074,-0.43829918,-0.25887904,0.025381936,0.067064084,-0.28613898
-0.06920541,0.41815794,-0.17314836,-0.10831886,0.21516867,-0.046671294,0.18003811,-0.5564408,-0.002266362,-0.26122227,0.15327758,0.5041351,0.22245471,0.27104044,-0.039899264,-0.05295403,-0.039552927,0.009921747,-0.3323191,-0.18924387,0.0402485,-0.022811973,-0.27392247,-0.577265,0.056160588,-0.3723846,-0.3825598,0.43629175,0.29772344,-0.20323229,-0.22349441,0.27780202,-0.10846578,0.000170731,-0.30089763,-0.22528116,0.13493527,0.1990949,0.23467213,0.24263385,-0.077272914,0.16254401,0.08035489,-0.22309037,0.3020281,0.056723725,0.3606557,-0.015135622,-0.19690403,-0.19489656,0.27983716,-0.10388452,0.31723645,0.10852094,-0.12866388,-0.059280906,-0.050512623,0.17491247,-0.15099967,-0.20443115,-0.07541559,0.16178864,0.031077065,-0.28596866
-0.012644763,0.2899514,-0.13309231,0.043175027,0.15647325,-0.050946977,0.39837536,-0.58449507,0.06038111,-0.38918644,0.12132456,0.3774865,0.3073831,0.05516157,0.0468682,-0.04817316,-0.07462188,0.037245255,-0.4680723,-0.27039167,0.2665522,0.033945326,-0.28173888,-0.43937787,0.04878927,-0.2290486,-0.30873358,0.48683465,0.32592472,-0.21876323,-0.01444393,0.5980533,-0.000523549,0.121201836,-0.1532314,-0.14995515,0.01581035,0.3047824,0.15986274,0.2542844,0.00363813,0.38136053,0.24798174,-0.04385938,0.19851458,0.017846158,0.33654973,-0.07679025,-0.27872264,-0.44451895,0.17432514,0.04082394,0.22081898,0.20091255,-0.13695855,-0.096440524,0.12388978,0.23742796,-0.09508361,-0.295061,-0.1759512,0.09086909,-0.17885429,-0.3980228
-0.09667929,0.2672467,-0.19567211,-0.05517096,0.04394063,0.0872959,0.29195565,-0.31447572,-0.022049176,-0.32675835,0.082230315,0.46528044,0.13436455,0.12932801,-0.047993895,-0.05590455,-0.0834166,0.11110633,-0.3442818,-0.032731045,0.1489099,0.051034663,-0.11176663,-0.5328294,0.11901628,-0.29938778,-0.17812064,0.232498,0.2009436,-0.25277737,-0.076766185,0.2792733,-0.07132727,0.07416559,-0.09992033,-0.25597245,-0.06913169,0.23890847,0.18357094,-0.033355676,-0.28436226,0.15038529,0.05921143,-0.027756726,0.2305829,0.18861951,0.29324296,7.01E-05,-0.15210143,-0.32721522,0.02250073,-0.010701426,0.39143348,0.14473498,-0.17644739,-0.108993106,-0.01230122,0.27256608,-0.19999447,-0.29077998,-0.15593073,-0.012003168,-0.029230267,-0.4049976
-0.159957,0.17685585,-0.32101068,-0.062516995,0.009372783,-0.26688695,0.2791489,-0.35792983,0.16215783,-0.33978793,0.010381102,0.23036566,0.09014362,0.2808725,0.06182956,0.003659981,-0.130755,0.0712713,-0.32670456,-0.005459778,0.123205304,0.1006566,-0.27967423,-0.2325877,0.14981651,-0.3626112,-0.20185119,0.53198963,0.29961532,-0.4184393,-0.3012952,0.46896806,-0.09979544,0.09608279,-0.49361446,-0.10732274,-0.08552771,-0.002422813,0.43151572,0.15212113,-0.068527885,0.41118592,0.20842515,-0.042197797,0.3802719,0.019620042,0.28877366,0.19194877,-0.23830281,-0.367153,0.20226842,0.1283097,0.09248261,0.17834185,-0.2966953,0.24308887,0.07905604,0.31363013,-0.09834745,-0.41056943,-0.043383036,-0.091032766,-0.10964802,-0.65174854
-0.000852655,0.2992793,-0.13264734,0.05664777,0.1788524,-0.08022801,0.4138234,-0.63393724,0.07498686,-0.39492455,0.1209713,0.35747758,0.33668846,0.048480324,0.055214457,-0.046233587,-0.08155403,0.029662045,-0.4889198,-0.2904226,0.27498618,0.021660326,-0.3216091,-0.43224016,0.036554895,-0.23452754,-0.33415335,0.5407255,0.33816522,-0.21539289,-0.021616152,0.6408642,0.004246926,0.12617505,-0.17873447,-0.1483217,0.022520786,0.30750933,0.16531992,0.30096123,0.04990606,0.41824105,0.2694534,-0.05088662,0.20554934,-0.01280403,0.35232538,-0.08259083,-0.3015253,-0.4584182,0.19636045,0.0410844,0.20006056,0.21060094,-0.12893537,-0.081153214,0.13778096,0.221189,-0.07962737,-0.30204263,-0.16848743,0.11700776,-0.19182383,-0.40507323
-0.12498343,0.28471136,-0.23210053,-0.10264396,0.020350475,0.15990008,0.22500347,-0.25717315,-0.068374455,-0.33565253,0.08558765,0.5103648,0.107220545,0.11847684,-0.08308824,-0.031342976,-0.05483941,0.13733165,-0.3385202,-0.017683059,0.17387348,0.08509297,-0.012526721,-0.6226945,0.12028963,-0.28242466,-0.118101336,0.120438956,0.17341982,-0.21675165,-0.059926778,0.19381201,-0.08625698,0.052040406,-0.023795059,-0.23187247,-0.098303005,0.2205441,0.12485966,-0.09355072,-0.3525523,0.06362285,0.004173588,0.001624493,0.27010992,0.27489284,0.28536257,0.033724863,-0.0960365,-0.26705664,-0.018512972,-0.029552529,0.42593613,0.17795719,-0.14158423,-0.15944855,-0.09793885,0.31885463,-0.23839009,-0.26625034,-0.14917758,-0.038596213,-0.010680838,-0.3938928
-0.15227596,0.2024194,-0.17640278,-0.04112819,0.022234011,0.06260793,0.27868345,-0.285042,0.016701836,-0.3623615,0.07785369,0.45389286,0.104046024,0.13591461,-0.06344172,-0.04978389,-0.042100128,0.068481706,-0.31930876,-0.055897318,0.18620706,0.10927147,-0.0821873,-0.47125915,0.18354475,-0.27447063,-0.17039748,0.20466082,0.26367456,-0.30107912,-0.04125446,0.279379,-0.03439688,0.07354353,-0.056848824,-0.15666686,-0.04767478,0.21142547,0.18641722,-0.04283716,-0.21772759,0.1502501,0.103518076,-0.012745614,0.27525985,0.22378919,0.27434528,0.058182143,-0.13407229,-0.31971502,0.045549314,0.05611839,0.3327276,0.12568688,-0.2085087,-0.105637744,0.03293683,0.3266152,-0.17035651,-0.27638674,-0.1585721,-0.05367519,-0.0863841,-0.44602403
-0.09516028,0.29623377,-0.17819983,-0.002827407,0.1402121,0.21023081,0.2117076,-0.24529293,-0.03768198,-0.32431954,0.08398382,0.44781747,0.14419585,-0.007397188,-0.049493175,-0.011963201,-0.13801472,0.2235281,-0.40472457,-0.024732765,0.16512907,0.05800706,0.058401894,-0.66416115,0.005324004,-0.3776015,-0.06237514,0.19956541,0.10952699,-0.13063675,-0.07585951,0.30127487,-0.018881783,-0.012406119,-0.09979394,-0.34219718,-0.1615856,0.31489936,0.091300175,-0.1329285,-0.4218113,0.18118343,-0.00593233,0.001486963,0.16492699,0.23092987,0.27271348,-0.033520665,-0.18956833,-0.30879918,-0.11999422,-0.05956771,0.40298215,0.23003112,-0.19201426,-0.13205495,-0.12048093,0.2563767,-0.2415859,-0.35111618,-0.27315697,0.018208697,-0.025425684,-0.3331654
-0.25344053,0.22659357,-0.00162828,0.10234988,0.37772447,0.08469701,0.15894246,-0.34955156,0.18324864,-0.3779998,-0.019080449,0.58080715,0.048421614,0.04929642,-0.31356356,0.045244887,-0.06684943,-0.027938463,-0.28584558,-0.05431202,0.14520706,0.25752437,-0.07361055,-0.4308604,0.09375704,-0.6001616,-0.090765096,0.34401587,0.36934856,-0.31288588,-0.25914535,0.008013186,0.22347489,-0.13361318,-0.26119858,-0.10102976,0.006346632,0.12567355,0.18236698,-0.18848768,-0.042929526,0.109028846,-0.005873248,-0.09426048,0.5045443,0.18989912,0.28093913,0.28396347,-0.087738134,-0.19035052,0.12552516,0.020316936,0.22065198,0.11294451,-0.37592036,0.116235174,-0.1174351,0.21952173,-0.14464957,-0.28211266,-0.23712495,0.22115822,-0.01721316,-0.42771938
-0.10290732,0.26666686,-0.17646602,-0.041925754,0.09818514,0.079073295,0.250119,-0.29624125,-0.012030309,-0.3371491,0.07737561,0.4560294,0.15169786,0.11156561,-0.06576847,-0.04190251,-0.09065609,0.11670791,-0.38661653,-0.058442764,0.17221844,0.070614666,-0.066762276,-0.54558384,0.09365091,-0.32115507,-0.12255408,0.23543787,0.19031005,-0.2348241,-0.09075416,0.30073002,-0.036282048,0.05289953,-0.09685053,-0.26040548,-0.079974286,0.25196105,0.16801703,-0.021932568,-0.28967306,0.17728782,0.047301345,-0.016360667,0.20844649,0.20190533,0.2706074,0.003291581,-0.15017764,-0.31200942,0.006402046,-0.006199975,0.3676148,0.13758403,-0.20644818,-0.11718196,-0.025357932,0.27662662,-0.21130845,-0.31177652,-0.17481366,-0.021758882,-0.04713924,-0.38651973
-0.1577837,0.37064606,-0.18429658,-0.11891858,0.199478,0.004102918,0.1152234,-0.43332663,0.028132703,-0.2764047,0.11071619,0.5586391,0.115129225,0.28253385,-0.14244606,-0.042403445,-0.02207812,0.002206542,-0.26391068,-0.10019409,0.03147172,0.078625284,-0.18128484,-0.557412,0.114935435,-0.4390911,-0.28881997,0.33302978,0.30082443,-0.27337632,-0.2753147,0.08203816,-0.07146838,-0.053226206,-0.30048996,-0.171572,0.092974916,0.11287926,0.248073,0.06818332,-0.12545909,0.07228268,0.021749992,-0.20066723,0.4056528,0.14186499,0.33652282,0.11791393,-0.11069156,-0.12506303,0.24050388,-0.08350545,0.32331213,0.10143659,-0.19165663,-0.003851857,-0.12558812,0.21687292,-0.169318,-0.20055126,-0.06487366,0.13485496,0.06945941,-0.35290888
-0.004288557,0.2976347,-0.11319348,0.07218719,0.19697815,-0.08108895,0.42211983,-0.6503007,0.085619494,-0.40907517,0.12448994,0.35760486,0.34729347,0.032683607,0.04911794,-0.04122446,-0.07720195,0.022845404,-0.4986913,-0.31968945,0.29528075,0.03511775,-0.318397,-0.43061766,0.031364165,-0.23531824,-0.33396032,0.554776,0.35580155,-0.21335699,-0.010349766,0.664114,0.022862993,0.1191957,-0.17040741,-0.12715583,0.026032303,0.31738818,0.15420967,0.30813634,0.07592571,0.43795678,0.2872492,-0.047544308,0.20559824,-0.018798217,0.3508587,-0.08069229,-0.30925524,-0.4678572,0.2047884,0.051500797,0.1844433,0.2183356,-0.13533363,-0.08271447,0.14523432,0.22783454,-0.07053996,-0.30743086,-0.18396996,0.12784398,-0.21792772,-0.40562382
-0.14234398,0.21431902,-0.2855859,-0.11119211,-0.035048682,0.055478558,0.27572185,-0.2547375,-0.01441735,-0.3498713,0.10290911,0.41977134,0.10183215,0.20339519,-0.024830129,-0.06806397,-0.06493904,0.09229377,-0.27181232,-0.019185387,0.15878236,0.069225,-0.10064226,-0.50793993,0.18637747,-0.27132222,-0.2326433,0.24645637,0.27553207,-0.32696396,-0.088505566,0.29638413,-0.15314968,0.08395312,-0.13611798,-0.11101781,-0.06457168,0.15028705,0.2116338,-0.006440902,-0.2334785,0.21072988,0.16068412,-0.03426274,0.30876943,0.21861926,0.27661407,0.05364794,-0.1387285,-0.2755561,0.07901618,0.064842366,0.3243947,0.19924915,-0.17598015,-0.085819535,0.025584344,0.37571254,-0.14149766,-0.21183525,-0.04885731,-0.0868901,-0.06977278,-0.51816523
-0.072741754,0.3317016,-0.17960726,-0.009984459,0.17993489,0.1213188,0.19712439,-0.397348,-0.001924145,-0.3429688,0.0999737,0.41413045,0.2140874,0.005622188,0.03927213,0.015652722,-0.112928644,0.19283664,-0.444291,-0.13290384,0.16256443,0.016718915,-0.017711109,-0.6584515,-0.024793781,-0.35298747,-0.17969552,0.30941236,0.1843071,-0.09425184,-0.08394701,0.430839,-0.03127942,-0.004237872,-0.15996529,-0.3173177,-0.082258224,0.33912402,0.13427822,0.037840534,-0.31426874,0.24964184,0.051155902,-0.047967963,0.17279631,0.17108425,0.33366415,-0.06400506,-0.25737306,-0.3674147,-0.005826287,-0.04338933,0.35272956,0.26128453,-0.15365665,-0.12875263,-0.08856535,0.25708938,-0.22049928,-0.3443851,-0.27780014,0.037014525,-0.07768275,-0.3114616
-0.17429337,0.086283475,-0.20977265,-0.05200834,0.050798368,-0.065016046,0.28344476,-0.20851476,0.060790196,-0.39892507,0.008878894,0.3649439,0.109762564,0.15314412,-0.13699271,-0.12305537,-0.09766848,0.00957391,-0.37463972,0.04400421,0.20416877,0.14161053,-0.066354185,-0.3581663,0.28398547,-0.32842138,-0.11116196,0.22008638,0.19007364,-0.42171806,-0.053968634,0.2831999,0.048694953,0.14118634,-0.012126081,-0.17619969,-0.03043059,0.14985572,0.29191595,0.00245703,-0.19924444,0.12623113,0.06807966,0.019156983,0.28910553,0.2693638,0.25481775,0.11860961,-0.10277612,-0.3666556,-0.012356086,0.10701436,0.31108403,0.049534857,-0.27292326,-0.09947092,0.055372413,0.3040706,-0.1711679,-0.34901887,-0.10527941,-0.15136363,-0.051732086,-0.5032797
-0.109914914,0.33095664,-0.18627912,-0.1005903,0.10730874,0.10323409,0.18878056,-0.34252903,-0.050877836,-0.2868283,0.10845574,0.5067473,0.13259277,0.17004156,-0.080877565,-0.025455039,-0.057262737,0.10031084,-0.31694573,-0.06571384,0.098877735,0.047891334,-0.096154265,-0.60846764,0.09521973,-0.334405,-0.19713928,0.22558181,0.21848695,-0.19451176,-0.13367924,0.19743754,-0.08385055,0.008835507,-0.12166658,-0.23985255,-0.012049643,0.21615233,0.14738049,-0.00079032,-0.2640758,0.085310236,0.008084702,-0.083305396,0.2850154,0.20188504,0.29834983,0.025760511,-0.1368362,-0.20661739,0.07967898,-0.06320421,0.38254967,0.12635535,-0.1576531,-0.1127257,-0.07368465,0.25749677,-0.20320491,-0.2396941,-0.13443585,0.049694583,0.009276283,-0.3308848
-0.04882479,0.4173921,-0.15254568,-0.0816701,0.22860976,-0.118493915,0.16894503,-0.45393124,0.067606494,-0.24066041,0.09771312,0.5310608,0.15532994,0.35959965,-0.09338698,-0.044528633,-0.043527212,-0.022750061,-0.35156927,-0.20055641,0.024570953,0.06088754,-0.30094782,-0.42977113,0.0197598,-0.405817,-0.22403751,0.44653168,0.28657666,-0.32400224,-0.3844277,0.18647036,-0.10308615,-0.022962734,-0.43492776,-0.2296682,0.0512049,0.09837924,0.3312785,0.15727931,-0.11827775,0.2505314,0.10753952,-0.18955679,0.2542464,0.023551185,0.30246642,0.022552557,-0.11722561,-0.18439013,0.29734245,-0.07544151,0.28491935,0.0760958,-0.25330022,0.06997132,-0.0723148,0.20058842,-0.19099665,-0.23997651,-0.02680987,0.09589546,0.012325844,-0.36313444
-0.0902594,0.26850626,-0.16080016,-0.020482576,0.18028231,0.056866597,0.24506739,-0.35333782,-0.007395771,-0.3286935,0.046004143,0.42506137,0.19156916,0.051844288,-0.09218841,-0.054369934,-0.11946892,0.122773774,-0.43446696,-0.027274674,0.17030023,0.053429704,-0.072379865,-0.5558414,0.100045286,-0.368851,-0.12333161,0.24465558,0.12059266,-0.20114747,-0.07607221,0.3040723,0.036534667,0.059765525,-0.065747604,-0.3410786,-0.049881462,0.27807087,0.1673681,0.021088019,-0.28306976,0.105415106,-0.036478996,-0.01879873,0.21018133,0.19093873,0.30964598,0.003473687,-0.17154239,-0.33459496,-0.04666106,-0.055793956,0.37933922,0.10401619,-0.18459554,-0.115914546,-0.05906735,0.17668523,-0.21733114,-0.37999547,-0.22736974,0.026542718,-0.001844607,-0.31518257
